Gene.name	Mouse.gene.name	Chicken.gene.name
CACNA1B	Cacna1b	CACNA1B
GORASP2	Gorasp2	GORASP2
PLA2G7	Pla2g7	PLA2G7
PKN1	Pkn1	PKN1
ARFGEF1	Arfgef1	ARFGEF1
ADGRF5	Adgrf5	ADGRF5
SPDL1	Spdl1	SPDL1
UGGT1	Uggt1	UGGT1
MIR490	Mir490	gga-mir-490
IGFALS	Igfals	IGFALS
CHRM2	Chrm2	CHRM2
MPRIP	Mprip	MPRIP
HAGH	Hagh	HAGH
ZC3HAV1L	Zc3hav1l	ZC3HAV1
SERP1	Serp1	SERP1
DHCR24	Dhcr24	DHCR24
TTC26	Ttc26	TTC26
AP2S1	Ap2s1	AP2S1
TNIK	Tnik	TNIK
CD72	Cd72	CD72AG
C1QTNF2	C1qtnf2	C1QTNF2
PRADC1	Pradc1	PRADC1
GM2A	Gm2a	GM2A
HS3ST6	Hs3st6	HS3ST6
ACKR3	Ackr3	CXCR7
RBM22	Rbm22	RBM22
VAC14	Vac14	VAC14
ERCC3	Ercc3	ERCC3
NTRK2	Ntrk2	NTRK2
PGAP2	Pgap2	PGAP2
GALNT10	Galnt10	GALNT10
TEKT5	Tekt5	TEKT5
FGF23	Fgf23	FGF23
CCND2	Ccnd2	CCND2
MYO5C	Myo5c	MYO5C
NUBP1	Nubp1	NUBP1
UBN2	Ubn2	UBN2
GDF11	Gdf11	GDF11
SARNP	Sarnp	SARNP
SV2C	Sv2c	SV2C
FAM83H	Fam83h	FAM83H
FEZF1	Fezf1	FEZF1
AQP3	Aqp3	AQP3
STK39	Stk39	STK39
AASS	Aass	AASS
TVP23A	Tvp23a	TVP23A
HMMR	Hmmr	HMMR
ORMDL2	Ormdl2	ORMDL2
BSND	Bsnd	BSND
PIN1	Pin1	PIN1
GPX7	Gpx7	GPX7
SLC44A3	Slc44a3	SLC44A3
DTYMK	Dtymk	DTYMK
ARPP19	Arpp19	ARPP19
DEXI	Dexi	DEXI
RHOG	Rhog	RHOG
COG7	Cog7	COG7
RRM1	Rrm1	RRM1
DGKA	Dgka	DGKA
MAL	Mal	MAL
TRAF2	Traf2	TRAF2
FGFR2	Fgfr2	FGFR2
NUP62	Nup62	NUP62
OTULIN	Otulin	OTULIN
KANSL1L	Kansl1l	KANSL1L
ZNF618	Zfp618	ZNF618
B4GALT7	B4galt7	B4GALT7
STIM1	Stim1	STIM1
KBTBD13	Kbtbd13	KBTBD13
CHSY1	Chsy1	CHSY1
PHYKPL	Phykpl	PHYKPL
PKN2	Pkn2	PKN2
NELFE	Nelfe	NELFE
PRKRIP1	Prkrip1	PRKRIP1
PUF60	Puf60	PUF60
EARS2	Ears2	EARS2
TM2D3	Tm2d3	TM2D3
RELN	Reln	RELN
TEAD1	Tead1	TEAD1
CRB2	Crb2	CRB2
UBFD1	Ubfd1	UBFD1
PPP3R1	Ppp3r1	PPP3R1
TARS3	Tarsl2	TARSL2
TMEM174	Tmem174	TMEM174
LHX2	Lhx2	LHX2
NDUFAB1	Ndufab1	NDUFAB1
PARP8	Parp8	PARP8
RASSF10	Rassf10	RASSF10
CTTN	Cttn	CTTN
WDR18	Wdr18	WDR18
DENND1A	Dennd1a	DENND1A
PALB2	Palb2	PALB2
PROM2	Prom2	PROM2
ABCD3	Abcd3	ABCD3
DCTN5	Dctn5	DCTN5
PRRC2B	Prrc2b	PRRC2B
PCSK6	Pcsk6	PCSK6
SKIV2L	Skiv2l	SKIV2L
PLK1	Plk1	PLK1
NRBP2	Nrbp2	NRBP2
IFT80	Ift80	IFT80
LPAR5	Lpar5	LPAR5
FAM181B	Fam181b	FAM181B
PRCP	Prcp	PRCP
ORC5	Orc5	ORC5
RBM43	Rbm43	RBM43
OPA3	Opa3	OPA3
CALR3	Calr3	CALR3
DOCK8	Dock8	DOCK8
ZMYND12	Zmynd12	ZMYND12
JPT2	Jpt2	HN1L
IFNL2	Ifnl3	IFNL3A
ALG14	Alg14	ALG14
ZZZ3	Zzz3	ZZZ3
NR2C2AP	Nr2c2ap	NR2C2AP
ING4	Ing4	ING4
MRM2	Mrm2	MRM2
SNX8	Snx8	SNX8
YIPF1	Yipf1	YIPF1
PRKCI	Prkci	PRKCI
CCNF	Ccnf	CCNF
CHST12	Chst12	CHST12
MAD1L1	Mad1l1	MAD1L1
LDLRAD1	Ldlrad1	LDLRAD1
C4A	C4b	C4
PCCB	Pccb	PCCB
TMEM125	Tmem125	TMEM125
DMRTA2	Dmrta2	DMRTA2
RAB30	Rab30	RAB30
HIVEP3	Hivep3	HIVEP3
GPR182	Gpr182	GPR182
ZBTB39	Zbtb39	ZBTB39
SH3GLB1	Sh3glb1	SH3GLB1
NTN3	Ntn3	NTN3
MINDY4	Mindy4	MINDY4
SPTLC1	Sptlc1	SPTLC1
ATP6V0C	Atp6v0c	ATP6V0C
AQP1	Aqp1	AQP1
RAB27A	Rab27a	RAB27A
PDPK1	Pdpk1	PDPK1
ZRANB3	Zranb3	ZRANB3
GHRHR	Ghrhr	GHRHR
SIRT3	Sirt3	SIRT3
TM2D1	Tm2d1	TM2D1
SCP2	Scp2	SCP2
PGGHG	Pgghg	PGGHG
CNTRL	Cntrl	CNTRL
MYO1A	Myo1a	MYO1A
SHARPIN	Sharpin	SHARPIN
ADCYAP1R1	Adcyap1r1	ADCYAP1R1
SPHKAP	Sphkap	SPHKAP
PIGB	Pigb	PIGB
IFITM5	Ifitm5	IFITM5
MAF1	Maf1	MAF1
RSL24D1	Rsl24d1	RSL24D1
ASB1	Asb1	ASB1
SIGIRR	Sigirr	SIGIRR
PTPRD	Ptprd	PTPRD
TBC1D24	Tbc1d24	TBC1D24
KPNA7	Kpna7	KPNA7
NEMP1	Nemp1	NEMP1
MREG	Mreg	MREG
NAB2	Nab2	NAB2
NAALADL2	Naaladl2	NAALADL2
BCAR3	Bcar3	GCLM
ABCA2	Abca2	ABCA2
CHP1	Chp1	CHP1
TMEM17	Tmem17	TMEM17
NLGN2	Nlgn2	NLGN2
INTS8	Ints8	INTS8
MARF1	Marf1	MARF1
DCUN1D1	Dcun1d1	DCUN1D1
NUB1	Nub1	NUB1
FGF11	Fgf11	FGF11
P2RY6	P2ry6	P2RY6
CYP21A2	Cyp21a1	CYP21A1
PLOD2	Plod2	PLOD2
BARHL2	Barhl2	BARHL2
OIP5	Oip5	OIP5
DHDH	Gm45808	DHDH
SPATS2L	Spats2l	SPATS2L
NUSAP1	Nusap1	NUSAP1
DMAP1	Dmap1	DMAP1
DDX24	Ddx24	DDX24
SCN3B	Scn3b	SCN3B
NDE1	Nde1	NDE1
GSTK1	Gstk1	GSTK1
TP53INP1	Trp53inp1	TP53INP1
SOX2	Sox2	SOX2
ATP11B	Atp11b	ATP11B
AHCYL1	Ahcyl1	AHCYL1
VCPIP1	Vcpip1	VCPIP1
SNORD123	Snord123	SNORD123
NDUFAF1	Ndufaf1	NDUFAF1
B3GALT9	Gm34653	B3GNTL
SNORD81	Gm25789	SNORD81
C8orf44-SGK3	Sgk3	SGK3
DENND4C	Dennd4c	DENND4C
ITPKA	Itpka	ITPKA
SNORD72	Snord72	SNORD72
METRN	Metrn	METRN
MIR449B	Mir449a	gga-mir-449b
ANTKMT	Antkmt	FAM173A
CNN3	Cnn3	CNN3
CASP2	Casp2	CASP2
MIR9-2	Mir9-2	gga-mir-9-2
CIAO3	Ciao3	NARFL
DHX36	Dhx36	DHX36
VAV3	Vav3	VAV3
CCDC89	Ccdc89	CCDC89
MIR145	Mir145a	gga-mir-145
MIR143	Mir143	gga-mir-143
PCDH15	Pcdh15	PCDH15
FAM131B	Fam131b	FAM131B
MIR103A1	Mir103-1	gga-mir-103-1
RPS6	Rps6	RPS6
MIR218-2	Mir218-2	gga-mir-218-2
RPAP1	Rpap1	RPAP1
SLC34A1	Slc34a1	SLC34A1
MSLN	Msln	MSLN
ACER2	Acer2	ACER2
ZYX	Zyx	ZYX
SLC24A2	Slc24a2	SLC24A2
PFN3	Pfn3	PFN3
GRK6	Grk6	GRK6
RIC1	Ric1	RIC1
TYRO3	Tyro3	AXL
DPYD	Dpyd	DPYD
CALM1	Calm1	CALM1
EPHA1	Epha1	EPHA1
TLCD4	Tlcd4	TMEM56
MECOM	Mecom	MECOM
HDAC7	Hdac7	HDAC7
FARSA	Farsa	FARSA
LRRC8D	Lrrc8d	LRRC8D
SPG7	Spg7	SPG7
FBXO25	Fbxo25	FBXO25
S1PR1	S1pr1	S1PR1
KLF13	Klf13	KLF13
AKAP9	Akap9	AKAP9
EAPP	Eapp	EAPP
MCOLN3	Mcoln3	MCOLN3
PRR7	Prr7	PRR7
MLANA	Mlana	MLANA
RASGRF1	Rasgrf1	RASGRF1
PDLIM7	Pdlim7	PDLIM7
ASF1A	Asf1a	ASF1A
ERMP1	Ermp1	ERMP1
TRHR	Trhr	TRHR
RAD23A	Rad23a	RAD23A
ELAPOR1	Elapor1	ELAPOR1
ENY2	Eny2	ENY2
MARCHF4	Marchf4	MARCHF4
PLEKHM3	Plekhm3	PLEKHM3
DGKI	Dgki	DGKI
BORCS6	Borcs6	BORCS6
EPHA7	Epha7	EPHA7
NUDCD1	Nudcd1	NUDCD1
IQCA1	Iqca	IQCA1
ANKRD46	Ankrd46	ANKRD46
CTSH	Ctsh	CTSH
KMT5C	Kmt5c	KMT5C
DDX41	Ddx41	DDX41
ARID3C	Arid3c	ARID3C
INTS4	Ints4	INTS4
IL11RA	Gm13305	IL11RA
MAP3K13	Map3k13	MAP3K13
MTO1	Mto1	MTO1
CNGA3	Cnga3	CNGA3
CREB1	Creb1	CREB1
FKBP15	Fkbp15	FKBP15
IL11	Il11	IL11
KCTD14	Kctd14	KCTD14
VDR	Vdr	VDR
ARHGAP29	Arhgap29	ARHGAP29
NDUFC2-KCTD14	Ndufc2	NDUFC2
VEPH1	Veph1	VEPH1
THRSP	Thrsp	THRSP
FAM126A	Fam126a	FAM126A
HMGXB3	Hmgxb3	HMGXB3
ILK	Ilk	ILK
CSF1R	Csf1r	CSF1R
GPR85	Gpr85	GPR85
UBE2S	Ube2s	UBE2S
NUDT1	Nudt1	NUDT1
TMEM106C	Tmem106c	TMEM106C
ISOC2	Isoc2b	ISOC2
SLC49A4	Slc49a4	SLC49A4
MSTN	Mstn	GDF8
RPRM	Rprm	RPRM
CHST2	Chst2	CHST2
RUSC2	Rusc2	RUSC2
PGM1	Pgm1	PGM1
NLGN1	Nlgn1	NLGN1
ZNF628	Zfp628	ZNF628
INPP5D	Inpp5d	INPP5D
RMI1	Rmi1	RMI1
SSC5D	Ssc5d	DMBT1L
PDGFRB	Pdgfrb	PDGFRB
GTF2E1	Gtf2e1	GTF2E1
IGSF21	Igsf21	IGSF21
COL2A1	Col2a1	COL2A1
SEMA5B	Sema5b	SEMA5B
COA7	Coa7	COA7
MKRN3	Mkrn3	MKRN4P
SBK2	Sbk2	SBK2
RPL26	Rpl26	RPL26L1
FGF7	Fgf7	FGF7
MRPL17	Mrpl17	MRPL17
MAD2L2	Mad2l2	MAD2L2
ERAP1	Erap1	ERAP1
ALG8	Alg8	ALG8
NOL6	Nol6	NOL6
PIK3R6	Pik3r6	PIK3R6
EIF4H	Eif4h	EIF4H
SLC35F5	Slc35f5	SLC35F5
ATR	Atr	ATR
EMC2	Emc2	EMC2
NTN1	Ntn1	NTN1
EXOSC2	Exosc2	EXOSC2
SLC29A4	Slc29a4	SLC29A4
STX8	Stx8	STX8
CCDC32	Ccdc32	C5H15orf57
LRRC14B	Lrrc14b	LRRC14B
CCDC127	Ccdc127	CCDC127
KCNK9	Kcnk9	KCNK9
TSKU	Tsku	TSKU
ELMO1	Elmo1	ELMO1
EXOC3	Exoc3	EXOC3
U2AF2	U2af2	U2AF2
ACER3	Acer3	ACER3
TRAPPC9	Trappc9	TRAPPC9
EPHA4	Epha4	EPHA4
CPNE7	Cpne7	CPNE7
SENP1	Senp1	SENP1
OLFML3	Olfml3	OLFML3
SLC9A3	Slc9a3	SLC9A3
SV2B	Sv2b	SV2B
TRABD2B	Trabd2b	TRABD2B
RNF208	Rnf208	RNF208
SNAPC4	Snapc4	SNAPC4
USP43	Usp43	USP43
MIR199B	Mir199b	gga-mir-199-1
TGFBR3	Tgfbr3	TGFBR3
CDK10	Cdk10	CDK10
ZNF106	Zfp106	ZNF106
CHRAC1	Chrac1	CHRAC1
CAPN5	Capn5	CAPN5
TMED2	Tmed2	TMED2
DAZAP1	Dazap1	DAZAP1
GLP2R	Glp2r	GLP2R
EIF3E	Eif3e	EIF3E
DDX55	Ddx55	DDX55
B3GNT2	B3gnt2	B3GNT2
ATXN7L1	Atxn7l1	ATXN7L1
NQO2	Nqo2	NQO2
ODF2	Odf2	ODF2
TPPP	Tppp	TPPP
MATR3	Snhg4	MATR3
NAPEPLD	Napepld	NAPEPLD
BEND6	Bend6	BEND6
SZT2	Szt2	SZT2
C19orf25	2310011J03Rik	C19orf25
EIF2B1	Eif2b1	EIF2B1
PYGO1	Pygo1	PYGO1
GNB5	Gnb5	GNB5
PCSK4	Pcsk4	PCSK4
VPS9D1	Vps9d1	VPS9D1
LANCL2	Lancl2	LANCL2
FOXP4	Foxp4	FOXP4
TM4SF4	Tm4sf4	TM4SF4
GTF2H3	Gtf2h3	GTF2H3
GHSR	Ghsr	GHSR
GPR135	Gpr135	GPR135
GPR149	Gpr149	GPR149
CHMP1A	Chmp1a	CHMP1A
GNG2	Gng2	GNG2
ADAMTSL5	Adamtsl5	ADAMTSL5
KMT2C	Kmt2c	KMT2C
CTNNA3	Ctnna3	CTNNA3
GABPB1	Gabpb1	GABPB1
EML5	Eml5	EML5
SYTL3	Sytl3	SYTL3
USP10	Usp10	USP10
DNAJC12	Dnajc12	DNAJC12
THBS2	Thbs2	THBS2
CCDC82	Ccdc82	CCDC82
PHTF1	Phtf1	PHTF1
SIRT1	Sirt1	SIRT1
DNAJB12	Dnajb12	DNAJB12
WDR43	Wdr43	WDR43
ATP6V0A2	Atp6v0a2	ATP6V0A2
FAM161B	Fam161b	FAM161B
DUSP13	Dusp13	DUSP13
PRDM10	Prdm10	PRDM10
COQ6	Coq6	COQ6
LINGO1	Lingo1	LINGO1
HCRTR2	Hcrtr2	HCRTR2
TIPARP	Tiparp	TIPARP
BIN1	Bin1	BIN1
ARHGAP35	Arhgap35	ARHGAP35
DNAH10	Dnah10	DNAH10
MTCH1	Mtch1	MTCH1
CGNL1	Cgnl1	CGNL1
ZC3H18	Zc3h18	ZC3H18
TRH	Trh	TRH
NR4A3	Nr4a3	NR4A3
SLC7A14	Slc7a14	SLC7A14
SORCS1	Sorcs1	SORCS1
STX17	Stx17	STX17
C15orf48	AA467197	C15orf48
SST	Sst	SST
RPS20	Rps20	RPS20
GRAMD1C	Gramd1c	GRAMD1C
HAPLN3	Hapln3	HAPLN3
IGFBP1	Igfbp1	IGFBP1
FBXL15	Fbxl15	FBXL15
APOBEC2	Apobec2	APOBEC2
MFGE8	Mfge8	MFGE8
SH2D4B	Sh2d4b	SH2D4B
SCO1	Sco1	SCO1
F3	F3	F3
IGFBP3	Igfbp3	IGFBP3
ANTXRL	Antxrl	ANTXRL
HSPB8	Hspb8	HSPB8
ENTPD5	Entpd5	ENTPD5
ADPRM	Adprm	ADPRM
CTSB	Ctsb	CTSB
TMEM220	Tmem220	TMEM220
PAIP2	Paip2	PAIP2B
LUC7L	Luc7l	LUC7L
PRPF4B	Prpf4b	PRPF4B
PPFIBP1	Ppfibp1	PPFIBP1
FKBP9	Fkbp9	FKBP9
APLP2	Aplp2	APLP2
LBX1	Lbx1	LBX1
SLC23A1	Slc23a1	SLC23A1
PIRT	Pirt	PIRT
BBOF1	Bbof1	BBOF1
HIPK1	Hipk1	HIPK1
SHISA6	Shisa6	SHISA6
ACAN	Acan	ACAN
PLEKHA2	Plekha2	PLEKHA2
NT5C3A	Nt5c3	NT5C3A
ALDH6A1	Aldh6a1	ALDH6A1
P4HA1	P4ha1	P4HA1
DNAJC18	Dnajc18	DNAJC18
TM2D2	Tm2d2	TM2D2
ECI2	Eci3	ECI2
ADAM12	Adam12	ADAM12
VSX2	Vsx2	VSX2
CLSTN2	Clstn2	CLSTN2
ABCD4	Abcd4	ABCD4
HTR1A	Htr1a	HTR1A
HTR4	Htr4	HTR4
KLHL24	Klhl24	KLHL24
ST14	St14	ST14
LHFPL3	Lhfpl3	LHFPL3
SLC25A40	Slc25a40	SLC25A40
SMAD3	Smad3	SMAD3
CLP1	Clp1	CLP1
IL17RD	Il17rd	IL17RD
DBF4	Dbf4	DBF4
RNASET2	Gm49721	RNASET2
TERF1	Terf1	TERF1
MRPS35	Mrps35	MRPS35
XPO6	Xpo6	XPO6
SRI	Sri	SRI
GGH	Ggh	GGH
EIF3G	Eif3g	EIF3G
VRTN	Vrtn	VRTN
KLHL42	Klhl42	KLHL42
ZFYVE27	Zfyve27	ZFYVE27
LIN52	Lin52	LIN52
AAGAB	Aagab	AAGAB
PTHLH	Pthlh	PTHLH
MAP2K4	Map2k4	MAP2K4
DNAJC13	Dnajc13	DNAJC13
KLHDC1	Klhdc1	KLHDC1
GPR88	Gpr88	GPR88
RWDD3	Rwdd3	RWDD3
STEAP4	Steap4	STEAP4
TJP1	Tjp1	TJP1
ZBTB2	Zbtb2	ZBTB2
RMND1	Rmnd1	RMND1
ADAM22	Adam22	ADAM22
ELAC2	Elac2	ELAC2
S1PR2	S1pr2	S1PR2
KLHDC2	Klhdc2	KLHDC2
MRPL4	Mrpl4	MRPL4
LPAR3	Lpar3	LPAR3
MPP7	Mpp7	MPP7
ARMT1	Armt1	ARMT1
CTTNBP2NL	Cttnbp2nl	CTTNBP2NL
CCDC170	Ccdc170	CCDC170
HGD	Hgd	HGD
SORT1	Sort1	SORT1
FAM162B	Fam162b	FAM162B
GPRC6A	Gprc6a	GPRC6A
SORBS1	Sorbs1	SORBS1
METTL21A	Mettl21a	METTL21A
RFX6	Rfx6	RFX6
KAT6A	Kat6a	KAT6A
C11orf16	BC051019	C11orf16
POGLUT1	Poglut1	POGLUT1
TMEM9B	Tmem9b	TMEM9B
CCDC93	Ccdc93	CCDC93
NEMF	Nemf	NEMF
BRD7	Brd7	BRD7
TNFRSF1A	Tnfrsf1a	TNFRSF1A
CCN2	Ccn2	NOV
DNAI3	Dnai3	DNAI3
IL1RAP	Il1rap	IL1RAP
NRIP3	Nrip3	NRIP3
AFDN	Afdn	AFDN
SCUBE2	Scube2	SCUBE2
GAD1	Gad1	GAD1
ARF6	Arf6	ARF6
CFL2	Cfl2	CFL2
ADAMTS17	Adamts17	ADAMTS17
HS3ST3A1	Hs3st3a1	HS3ST3A1
COX10	Cox10	COX10
VWF	Vwf	VWF
AP3M2	Ap3m2	AP3M2
STRIP1	Strip1	STRIP1
DENND5A	Dennd5a	DENND5A
LINS1	Lins1	LINS1
DGKG	Dgkg	DGKG
BCL2L15	Bcl2l15	BCL2L15
PRPSAP1	Prpsap1	PRPSAP1
ASB7	Asb7	ASB7
SLC25A24	Slc25a24	SLC25A24
GULP1	Gulp1	GULP1
PLAT	Plat	PLAT
CERS3	Cers3	CERS3
RPL13	Rpl13	RPL13
FICD	Ficd	FICD
SART3	Sart3	SART3
PLPPR5	Plppr5	PLPPR5
SPHK1	Sphk1	SPHK1
KLHL6	Klhl6	KLHL6
NKD1	Nkd1	NKD1
PPP2R3C	Ppp2r3c	PPP2R3C
ADAMTS9	Adamts9	ADAMTS9
UBE2O	Ube2o	UBE2O
MTX3	Mtx3	MTX3
TSPAN2	Tspan2	TSPAN2
FES	Fes	FES
AKAP7	Akap7	AKAP7
ADGRG1	Adgrg1	ADGRG1
FABP6	Fabp6	FABP6
GSAP	Gsap	GSAP
LRIG2	Lrig2	LRIG2
CYGB	Cygb	CYGB
CD28	Cd28	CD28
RBKS	Rbks	RBKS
TMEM41B	Tmem41b	TMEM41B
RNF146	Rnf146	RNF146
MEF2C	Mef2c	MEF2C
PSMA5	Psma5	PSMA5
MTX2	Mtx2	MTX2
ECHDC1	Echdc1	ECHDC1
ST6GALNAC2	St6galnac2	ST6GALNAC2
IPO7	Ipo7	IPO7
SLC35A3	Slc35a3	SLC35A3
PTPN12	Ptpn12	PTPN12
ST6GALNAC1	St6galnac1	ST6GALNAC1
WDR75	Wdr75	WDR75
B3GNT5	B3gnt5	B3GNT5
SNORA23	Snora23	SNORA23
TMEM119	Tmem119	TMEM119
VPS37C	Vps37c	VPS37C
TRAK1	Trak1	TRAK1
EMP1	Emp1	EMP1
SRSF2	Srsf2	SRSF2
RFX8	Rfx8	RFX8
PSMA6	Psma6	PSMA6
GSG1	Gsg1	GSG1
RHBDF2	Rhbdf2	RHBDF2
SMARCAL1	Smarcal1	RPL37A
BLM	Blm	BLM
DDB1	Ddb1	DDB1
FERD3L	Ferd3l	FERD3L
SNAPC3	Snapc3	SNAPC3
FARP2	Farp2	FARP2
TMEM140	Tmem140	TMEM140
EIF4B	Eif4b	EIF4B
WDR91	Wdr91	WDR91
AGL	Agl	AGL
SYT16	Syt16	SYT16
GOLIM4	Golim4	GOLIM4
NXNL2	Nxnl2	NXNL2
UNC13B	Unc13b	UNC13B
VIPAS39	Vipas39	VIPAS39
SEC14L1	Sec14l1	SEC14L1
PTCHD4	Ptchd4	PTCHD4
TRMT12	Trmt12	TRMT12
RNF139	Rnf139	RNF139
TATDN1	Tatdn1	TATDN1
TMEM106B	Tmem106b	TMEM106B
TWF1	Twf1	TWF1
ADGRB3	Adgrb3	ADGRB3
KCNS3	Kcns3	KCNS3
SFMBT2	Sfmbt2	SFMBT2
SLCO1C1	Slco1c1	SLCO1C1
CNR1	Cnr1	CNR1
AHSA1	Ahsa1	AHSA1
FURIN	Furin	FURIN
SNED1	Sned1	SNED1
DUSP29	Dupd1	DUPD1
KIF21A	Kif21a	KIF21A
SPTLC2	Sptlc2	SPTLC2
NDUFB9	Ndufb9	NDUFB9
RBM33	Rbm33	RBM33
GALNT16	Galnt16	GALNT16
D2HGDH	D2hgdh	D2HGDH
ISG20	Isg20	ISG20
MEIOC	Meioc	MEIOC
MTSS1	Mtss1	MTSS1
ECM2	Ecm2	ECM2
PPIB	Ppib	PPIB
SHH	Shh	SHH
CCDC43	Ccdc43	CCDC43
AP3B2	Ap3b2	AP3B2
LHX6	Lhx6	LHX6
RNF32	Rnf32	RNF32
TMEM37	Tmem37	TMEM37
CCNJ	Ccnj	CCNJ
SLIT3	Slit3	SLIT3
ADAM11	Adam11	ADAM11
DRC7	Drc7	DRC7
SLC6A17	Slc6a17	SLC6A17
ERH	Erh	ERH
MARCHF7	Marchf7	MARCHF7
BLNK	Blnk	SH2D6
SLC39A9	Slc39a9	SLC39A9
TKFC	Tkfc	TKFC
HSD3B2	Hsd3b5	HSD3B1
LMBR1	Lmbr1	LMBR1
PTPN22	Ptpn22	PTPN22
GJC1	Gjc1	GJC3
GSR	Gsr	GSR
NELL2	Nell2	NELL2
IFI30	Ifi30	IFI30
CYB561A3	Cyb561a3	CYB561A3
MRPS5	Mrps5	MRPS5
KATNB1	Katnb1	KATNB1
EFTUD2	Eftud2	EFTUD2
MPV17L2	Mpv17l2	MPV17L2
XRCC4	Xrcc4	XRCC4
RAB3A	Rab3a	RAB3A
EXD2	Exd2	EXD2
NOM1	Nom1	NOM1
CPSF7	Cpsf7	CPSF7
MNX1	Mnx1	MNX1
WDR89	Wdr89	WDR89
CYLD	Cyld	CYLD
GCK	Gck	GCK
ADAMTS14	Adamts14	ADAMTS14
PFDN6	Pfdn6	PFDN6
SEL1L	Sel1l	SEL1L
PPP2CB	Ppp2cb	PPP2CB
CCDC50	Ccdc50	CCDC50
MIR302C	Mir302c	gga-mir-302c
SGPL1	Sgpl1	SGPL1
CCDC103	Ccdc103	CCDC103
HES1	Hes1	HES1
PCBD1	Pcbd1	PCBD1
GK5	Gk5	GK5
KIF18B	Kif18b	KIF18B
TMEM71	Tmem71	TMEM71
LDHB	Ldhb	LDHB
EZH2	Ezh2	EZH2
STON2	Ston2	STON2
JUND	Jund	JUND
SFXN3	Sfxn3	SFXN3
LSM4	Lsm4	LSM4
ADAM9	Adam9	ADAM9
C1QL1	C1ql1	C1QL1
TLX1	Tlx1	TLX1
CD7	Cd7	CD7
CALHM2	Calhm2	CALHM2
PGPEP1	Pgpep1	PGPEP1
COL5A2	Col5a2	COL5A2
SDHAF2	Sdhaf2	SDHAF2
EHHADH	Ehhadh	EHHADH
CALHM1	Calhm1	CALHM1
EXOC3L4	Exoc3l4	EXOC3L4
KERA	Kera	KERA
CALHM3	Calhm3	CALHM3
HEATR5A	Heatr5a	HEATR5A
STN1	Stn1	STN1
SSBP4	Ssbp4	SSBP4
PDIA4	Pdia4	PDIA4
PTEN	Pten	PTEN
NKAIN3	Nkain3	NKAIN3
DAP	Dap	DAP
KCNH2	Kcnh2	KCNH2
DENND3	Dennd3	DENND3
LRRC10B	Lrrc10b	LRRC10B
OGFOD3	Ogfod3	OGFOD3
AKTIP	Aktip	AKTIP
MTA2	Mta2	MTA2
DNAL1	Dnal1	DNAL1
ISYNA1	Isyna1	ISYNA1
PTPN20	Ptpn20	PTPN20
CFC1B	Cfc1	CFC1
SLC22A7	Slc22a7	SLC22A7
ERP44	Erp44	ERP44
CYBC1	Cybc1	CYBC1
EML3	Eml3	EML3
MIDEAS	Mideas	MIDEAS
SPIRE2	Spire2	SPIRE2
STK25	Stk25	STK25
SAMD12	Samd12	SAMD12
NDUFS6	Ndufs6	NDUFS6
SLC51A	Slc51a	SLC51A
SLC39A14	Slc39a14	SLC39A14
LRIG3	Lrig3	LRIG3
TTC14	Ttc14	TTC14
TCF25	Tcf25	TCF25
PTGR2	Ptgr2	PTGR2
TTC37	Ttc37	TTC37
NPM2	Npm2	NPM2
ZNF385A	Zfp385a	ZNF385A
ARSJ	Arsj	ARSJ
SH3TC1	Sh3tc1	SH3TC1
ZNF410	Zfp410	ZNF410
EIF2B5	Eif2b5	EIF2B5
RNPC3	Rnpc3	RNPC3
MC1R	Mc1r	MC1R
ABHD11	Abhd11	ABHD11
GAS8	Gas8	GAS8
NHP2	Nhp2	NHP2
NMUR2	Nmur2	NMUR2
SNX7	Snx7	SNX7
WHAMM	Whamm	WHAMM
EGFR	Egfr	EGFR
RFX4	Rfx4	RFX4
SENP8	Senp8	SENP8
TRPC7	Trpc7	TRPC7
DMP1	Dmp1	DMP1
AP4B1	Ap4b1	AP4B1
GRAMD2A	Gramd2	GRAMD2A
SPP1	Spp1	SPP1
DBNDD1	Dbndd1	DBNDD1
PIK3CB	Pik3cb	PIK3CB
ATG4B	Atg4b	ATG4B
PARP6	Parp6	PARP6
MIR138-2	Mir138-2	gga-mir-138-2
SARS1	Sars	SARS
FAM181A	Fam181a	FAM181A
BMPR1A	Bmpr1a	BMPR1A
REEP4	Reep4	REEP4
TPCN1	Tpcn1	TPCN1
STXBP6	Stxbp6	STXBP6
TEKT3	Tekt3	TEKT3
THOC3	Thoc3	THOC3
WFS1	Wfs1	WFS1
OPN4	Opn4	OPN4
BNIP3	Bnip3	BNIP3
RAD51B	Rad51b	RAD51B
SLC30A7	Slc30a7	SLC30A7
SHQ1	Shq1	SHQ1
CXCL12	Cxcl12	CXCL12
PMP22	Pmp22	PMP22
LGI3	Lgi3	LGI3
AFF1	Aff1	AFF1
PCYT1A	Pcyt1a	PCYT1A
HERPUD1	Herpud1	HERPUD1
FBXO33	Fbxo33	FBXO33
FGF5	Fgf5	FGF5
SKP1	Skp1	SKP1
MYO1B	Myo1b	MYO1B
SEC22B	Sec22b	SEC22B
MYSM1	Mysm1	MYSM1
ATOH7	Atoh7	ATOH7
LRCH3	Lrch3	LRCH3
PBLD	Pbld1	PBLD
YIPF7	Yipf7	YIPF7
SSPN	Sspn	SSPN
NPFFR2	Npffr2	NPFFR2
HNRNPH3	Hnrnph3	HNRNPH3
